DESTINO;ORIGEM;CANTIDAD;FOBDOL;FOBPES
CAN;BOG;11;68;270013
CAN;BOG;735;2532;10080617
CAN;BOG;1512;4476;17708497
CAN;BOG;0;2912;11642661
CAN;BOG;176;873;3483240
CAN;BOG;304;5788;22901331
CAN;BOG;3330;17848;69881420
CAN;BOG;1633;1267982;5004332241
CAN;BOG;1788;5834;23037362
CAN;BOG;864;2824;11246822
CAN;BOG;461;449;1771512
CAN;BOG;135;1198;4728772
CAN;BOG;769563;9615;38280881
COL;BOG;19;506;2035382
COL;BOG;8;816;3282054
COL;BOG;496;3379;13592737
COL;BOG;20;280;1116215
COL;BOG;132;1986;7908050
COL;BOG;359;7405;29300124
COL;BOG;82;3998;15694561
COL;BOG;59;1980;7916912
COL;BOG;2;80;320113
COL;BOG;77;1039;4085922
COL;BOG;136;2323;9095544
COL;BOG;186;726;2853763
COL;BOG;72;425;1664371
COL;BOG;1115;3058;11979016
COL;BOG;992;1904;7487297
COL;BOG;324;11617;45937283
COL;BOG;30;195;780309
COL;BOG;18;444;1777258
COL;BOG;48;1593;6370266
COL;BOG;215;1074;4193451
COL;BOG;309;3349;13084356
COL;BOG;781;10717;42297315
COL;BOG;43;397;1536540
COL;BOG;1156;30242;119572818
COL;BOG;481;9913;39040189
COL;BOG;27;550;2131156
COL;BOG;908;15245;60574299
COL;BOG;94;1041;4105692
COL;BOG;64;2066;8222651
COL;BOG;431;5683;22481035
COL;BOG;75;3217;12455268
COL;BOG;375;6580;26024538
COL;BOG;15;62;246548
COL;BOG;50;281;1089774
COL;BOG;90;1753;6839849
COL;BOG;134;1752;6780845
COL;BOG;82;895;3548367
COL;BOG;5328;13710;53967027
COL;BOG;1;26;104921
COL;BOG;171;9257;36571384
COL;BOG;2;29;117196
COL;BOG;127;4913;19313525
COL;BOG;153;1558;6215312
COL;BOG;252;4411;17544267
COL;BOG;245;17611;69553923
COL;BOG;45;261;1045131
COL;BOG;470;11398;44649656
COL;BOG;207;1239;4896142
COL;BOG;102;1674;6610221
COL;BOG;2;15;61617
COL;BOG;191;5285;20907675
COL;BOG;694;12080;47721523
COL;BOG;430;8860;35044720
COL;BOG;260;2146;8470353
COL;BOG;177;8249;31937140
COL;BOG;23;670;2634163
COL;BOG;587;12490;49005993
COL;BOG;599;11609;45919050
COL;BOG;116;3206;12817424
COL;BOG;178;1823;7268502
COL;BOG;415;7336;29045896
COL;BOG;836;16360;64630580
COL;BOG;159;1748;6977934
COL;BOG;91;3519;14045543
COL;BOG;612;9376;37089698
COL;BOG;43;2;9771
COL;BOG;151;4828;19232202
COL;BOG;958;21853;86137270
COL;BOG;49;495;1972894
COL;BOG;69;1123;4474392
COL;BOG;122;973;3874729
COL;BOG;2;36;143354
COL;BOG;302;10281;40254536
COL;BOG;667;12733;50796985
COL;BOG;1564;27507;109741430
COL;BOG;770;11096;44198586
KOR;BOG;74580;43559;173060983
KOR;BOG;494;3594;14369645
KOR;BOG;122820;80364;319467725
KOR;BOG;1380;15902;63053800
KOR;BOG;63180;41104;163426752
KOR;BOG;18705;11281;44634028
KOR;BOG;1038;11700;46782567
KOR;BOG;38;0;1519
KOR;BOG;21900;5694;22772754
KOR;BOG;6690;4186;16727284
KOR;BOG;1205;722;2850276
KOR;BOG;14600;3796;14862972
KOR;BOG;2180;1655;6492160
KOR;BOG;1002;10021;38302024
KOR;BOG;953;953;3779113
KOR;BOG;553;553;2194362
KOR;BOG;36880;14908;59978015
KOR;BOG;125400;21969;87582066
KOR;BOG;3860;921;3706181
KOR;BOG;73490;30359;120414535
KOR;BOG;183900;34941;139175244
KOR;BOG;12240;3650;14540091
KOR;BOG;261;2232;8890391
KOR;BOG;354;2272;9083615
KOR;BOG;73290;22620;90397735
KOR;BOG;1868620;382031;1525237055
KOR;BOG;40600;18332;72750378
KOR;BOG;282160;52827;211328847
KOR;BOG;34486;33350;133357494
KOR;BOG;19600;8199;32977810
KOR;BOG;12600;2394;9550983
KOR;BOG;28200;5358;21376009
KOR;BOG;4240;1192;4795666
KOR;BOG;29150;12519;49569344
KOR;BOG;1630;11688;46627866
KOR;BOG;9700;1843;7153669
KOR;BOG;444150;86572;343038616
KOR;BOG;13530;7259;28765563
KOR;BOG;27740;4704;18924375
KOR;BOG;116440;20948;83840068
KOR;BOG;1840;447;1799180
KOR;BOG;32190;9673;38717093
KOR;BOG;494700;105930;423609235
KOR;BOG;17424;7067;27901371
KOR;BOG;7800;4791;19120426
KOR;BOG;258;632;2520279
KOR;BOG;88200;16758;66856879
KOR;BOG;9300;1767;7109012
KOR;BOG;78000;15174;60302214
KOR;BOG;30785;3197;12786178
KOR;BOG;6811;4552;18129136
KOR;BOG;624;2751;10801207
KOR;BOG;61950;9787;38855532
KOR;BOG;8900;1529;6113722
KOR;BOG;1500;270;1079846
KOR;BOG;99;1;3959
KOR;BOG;412;3356;13422087
KOR;BOG;15000;2892;11440198
KOR;BOG;258389;57505;228139240
KOR;BOG;620;87;342980
KOR;BOG;178904;65047;254429223
KOR;BOG;53030;9381;37414138
KOR;BOG;241180;45463;180533058
KOR;BOG;21490;7332;28601433
KOR;BOG;2215;1395;5500800
KOR;BOG;202;1856;7293051
KOR;BOG;60850;15628;61871338
KOR;BOG;33600;7377;29208856
KOR;BOG;713160;138408;547034944
KOR;BOG;102480;33380;130916349
KOR;BOG;90650;16851;66189772
KOR;BOG;11550;1964;7549284
KOR;BOG;2800;965;3817424
KOR;BOG;2198;18038;71692420
KOR;BOG;13300;2691;10605133
KOR;BOG;9360;1750;6939115
KOR;BOG;1710;687;2748576
KOR;BOG;18000;3240;12955172
KOR;BOG;6700;1679;6641923
KOR;BOG;830;464;1834737
KOR;BOG;118520;28978;115429426
KOR;BOG;14900;4355;17121153
KOR;BOG;31200;5616;22455632
CIV;BOG;4750;2005;8066536
CRI;BOG;152;833;3183424
CRI;BOG;133;808;3087452
CRI;BOG;903;13182;52149186
CRI;BOG;8600;3268;13070137
CRI;BOG;37;771;3101895
CRI;BOG;9168;7706;29628106
CRI;BOG;101;4701;18482096
CRI;BOG;212;3094;12327282
CRI;BOG;56;808;3237521
CRI;BOG;57;798;3143731
CRI;BOG;362;4639;18399008
CRI;BOG;344;4297;16719053
CRI;BOG;994;22307;88009006
CRI;BOG;331;3372;13358403
CRI;BOG;942;9146;36194883
CRI;BOG;1078;2889;11579480
CRI;BOG;123;3241;12553689
CRI;BOG;10393;18210;70013952
CRI;BOG;856;19622;78712096
CRI;BOG;3056;48025;189646511
CRI;BOG;4887;56132;222789988
CRI;BOG;2067;24756;98954956
CRI;BOG;189;2023;7777166
CRI;BOG;19;2576;10300162
CRI;BOG;181;4424;17689608
CRI;BOG;2999;2887;11099966
CRI;BOG;16476;54180;216226517
CRI;BOG;941;13482;53805802
CRI;BOG;2719;5465;21801933
CRI;BOG;868;1679;6700290
CRI;BOG;229;2097;8364291
CRI;BOG;421;3341;13327251
CRI;BOG;348;6680;26710047
CRI;BOG;623;8533;34043947
CRI;BOG;25;666;2606149
CRI;BOG;118;1162;4560049
CRI;BOG;284;2851;11312897
CRI;BOG;2917;6668;26601123
CRI;BOG;1688;4523;18044216
CRI;BOG;666;3721;14756348
CRI;BOG;64;1268;5018517
CRI;BOG;94;1278;5056344
CRI;BOG;193;2353;9342665
CRI;BOG;302;3391;13455328
CRI;BOG;25700;6650;26484023
CRI;BOG;355;5267;20621865
CRI;BOG;38;3036;11672843
CRI;BOG;136;1722;6887018
CRI;BOG;14;409;1636567
CRI;BOG;17;1694;6661807
CRI;BOG;8;89;355149
CRI;BOG;249;9076;35615606
CRI;BOG;211;3916;15479726
CRI;BOG;141;2789;10723214
CRI;BOG;358;4740;18640948
CRI;BOG;24;2861;11442369
CRI;BOG;31;8074;31751732
CRI;BOG;6178;1377;5496998
CRI;BOG;40000;3000;11746290
CRI;BOG;1184;3424;13514953
CRI;BOG;1041;41645;164206380
CRI;BOG;524;35;141605
CRI;BOG;391;1283;5118503
CRI;BOG;287;1526;6101686
CRI;BOG;973;2843;11192162
CRI;BOG;146;53;209920
CRI;BOG;1100;6525;25817859
CRI;BOG;50431;6080;23239020
CRI;BOG;225;230;918900
CRI;BOG;457;641;2558793
CRI;BOG;61;744;2971090
CRI;BOG;1421;3412;13400974
CRI;BOG;621;1649;6476089
CRI;BOG;338;4128;16474273
CRI;BOG;731;2881;11412975
CRI;BOG;305;1014;4023783
CRI;BOG;780;1111;4349716
CRI;BOG;616;1450;5703172
CRI;BOG;399;4354;17385968
CRI;BOG;898;3241;12806805
CRI;BOG;452;3568;14135704
CRI;BOG;1091;4457;17422457
CRI;BOG;2942;7573;30214737
CRI;BOG;392;2374;9407651
CRI;BOG;271;3452;13479150
CRI;BOG;157;531;2107529
CRI;BOG;71;188;752983
CRI;BOG;119;3556;14217742
CRI;BOG;76;63;252272
CRI;BOG;52;680;2689608
CRI;BOG;567;5686;22676368
CRI;BOG;1736;654;2606574
CRI;BOG;187;2458;9779189
CRI;BOG;268;357;1414996
CRI;BOG;757;1884;7328178
CRI;BOG;160;565;2254049
CRI;BOG;263;394;1566828
CRI;BOG;1005;2766;10921942
CRI;BOG;317;1322;5160300
CRI;BOG;389;4335;17301024
CRI;BOG;358;34221;136831211
CRI;BOG;2;29;112138
CRI;BOG;9970;27296;104326486
CRI;BOG;633;2676;10685043
CRI;BOG;74;356;1419814
CRI;BOG;748;3484;13761158
CRI;BOG;679;1662;6523457
CRI;BOG;330;5283;21077990
CRI;BOG;295;537;2130659
CRI;BOG;1206;615;2428589
CRI;BOG;206;332;1312193
CRI;BOG;737;1554;6103933
CRI;BOG;278;685;2730189
CRI;BOG;86;203;801689
CRI;BOG;334;909;3606698
CRI;BOG;1626;36799;145300744
CRI;BOG;190;660;2592652
CRI;BOG;3020;1721;6797017
CRI;BOG;393;6396;25521049
CRI;BOG;54500;5966;23858960
CRI;BOG;512;3171;12277452
CRI;BOG;2826;4178;16723416
CRI;BOG;63;87;348853
CRI;BOG;129;445;1788679
CRI;BOG;844;25987;103037452
CRI;BOG;2362;23430;93473960
CRI;BOG;23;533;2123019
CRI;BOG;181;4253;16940337
CRI;BOG;464;10884;43351410
CRI;BOG;585;13718;54640852
CRI;BOG;108;2524;10051479
CRI;BOG;381;8932;35579288
CRI;BOG;127;2985;11889703
CRI;BOG;25;589;2344880
CRI;BOG;9;1;3067
CRI;BOG;19;2;6692
CRI;BOG;19;2;6612
CRI;BOG;1;0;279
CRI;BOG;120000;13584;54327257
CRI;BOG;130000;26354;105400978
CRI;BOG;133;331;1281644
CRI;BOG;1877;5897;22830483
CRI;BOG;188;635;2457016
CRI;BOG;1542;3727;14427965
CRI;BOG;108;290;1121985
CRI;BOG;11;31;120209
CRI;BOG;613;2331;9024776
CRI;BOG;169;474;1833325
CRI;BOG;280;776;3004826
CRI;BOG;6;56;218040
CRI;BOG;44;714;2762551
CRI;BOG;31;296;1144826
CRI;BOG;34;320;1238167
CRI;BOG;180;2883;11161739
CRI;BOG;741;8752;33883937
CRI;BOG;225000;6622;26483985
CRI;BOG;39900;13231;52243330
CRI;BOG;858;8113;31848045
CRI;BOG;572;22173;87045313
CRI;BOG;149;20494;80576564
CRI;BOG;68;5743;22712831
CRI;BOG;1347;68105;267468424
CRI;BOG;88;2826;11121895
CRI;BOG;76;5136;20162087
CRI;BOG;534;3867;15403000
CRI;BOG;21368;12307;48277874
CRI;BOG;154;273;1058183
CRI;BOG;247;4975;19811862
CRI;BOG;886;6395;25409775
CRI;BOG;351;2349;9326080
CRI;BOG;1594;10430;41396973
CRI;BOG;35695;130796;518723789
CRI;BOG;3302;9794;39005874
CRI;BOG;379;4302;17151791
CRI;BOG;4672;32892;130844537
CRI;BOG;308;1414;5640107
CRI;BOG;113;1563;6234829
CRI;BOG;891;15529;61495972
CRI;BOG;787;14655;58277571
CRI;BOG;2596;30919;123099219
CRI;BOG;340;3828;15262083
CRI;BOG;293;3331;13077525
CRI;BOG;4782;52205;207608459
CRI;BOG;366;3565;14199859
CRI;BOG;658;4899;19541144
CRI;BOG;373;10610;41970779
CRI;BOG;1224;8431;32671210
CRI;BOG;5048;26756;103317536
CRI;BOG;72705;60647;238187493
CRI;BOG;121025;103250;404245212
CRI;BOG;12214;11842;46703104
CRI;BOG;5937;49703;193859884
CRI;BOG;73445;22540;87501546
CRI;BOG;1520;5131;20469503
CRI;BOG;576;937;3627394
CRI;BOG;206;5346;20996974
CRI;BOG;310;43576;171067646
CRI;BOG;113;3027;12103490
CRI;BOG;26;2823;11103691
CRI;BOG;72;6798;26700719
CRI;BOG;3819;72361;288999711
CRI;BOG;13409;140816;561913411
CRI;BOG;224;2632;10473141
CRI;BOG;108;11730;46902522
CRI;BOG;2490;110324;443855815
CRI;BOG;509;9175;36227854
CRI;BOG;144;5152;19945014
CRI;BOG;121;3610;14403233
CRI;BOG;11;318;1269954
CRI;BOG;3;217;867517
CRI;BOG;0;26;103640
CRI;BOG;1045;2287;9045656
CRI;BOG;597;6419;25613713
CRI;BOG;594;1018;4037878
CRI;BOG;14100;1559;6220202
CRI;BOG;1090;293;1170126
CRI;BOG;12;189;752815
CRI;BOG;275;11;43984
CRI;BOG;1458;4907;19475854
CRI;BOG;1498;1351;5267936
CRI;BOG;223;3536;13992743
CRI;BOG;375;3142;12229380
CRI;BOG;1039;13908;54580505
CRI;BOG;984;9589;38267271
CRI;BOG;811;8991;35881523
CRI;BOG;1312;12694;49619261
CRI;BOG;1453;4217;16335496
CRI;BOG;208;383;1515846
CRI;BOG;137;723;2909103
CRI;BOG;213;2657;10688864
CRI;BOG;436;5753;22461539
CRI;BOG;382;4025;15585747
CRI;BOG;588;697;2697007
CRI;BOG;852;17680;69192786
CRI;BOG;3031;1184;4582248
CRI;BOG;2;183;717238
CRI;BOG;958;5725;22647413
CRI;BOG;292;3294;13033567
CRI;BOG;109;1108;4429369
CRI;BOG;10;322;1288216
CRI;BOG;170;7509;29477037
CRI;BOG;291;571;2298701
CRI;BOG;512;5700;22506362
CRI;BOG;1076;9079;36309225
CRI;BOG;5088;10634;42356498
CRI;BOG;26;645;2552110
CRI;BOG;56;1314;5199183
CRI;BOG;7;824;3260370
CRI;BOG;12;1384;5474375
CRI;BOG;114;9142;36172700
CRI;BOG;1;37;144817
CRI;BOG;10;684;2708402
CRI;BOG;450;25155;99510161
CRI;BOG;6;466;1861306
CRI;BOG;3;143;570987
CRI;BOG;3;384;1537427
CRI;BOG;7;644;2577040
CRI;BOG;232;7485;29872455
CRI;BOG;2788;1610;6424838
CRI;BOG;2735;6637;25695511
CRI;BOG;138;330;1279359
CRI;BOG;42;320;1238670
CRI;BOG;256;3965;15823560
CRI;BOG;182;881;3515087
CRI;BOG;1094;18677;74536868
CRI;BOG;1150;2775;11076169
CRI;BOG;826;18811;74691188
CRI;BOG;2155;446;1774758
CRI;BOG;117;229;915189
CRI;BOG;192;1197;4755566
CRI;BOG;270;2521;10013201
CRI;BOG;504;9004;35737368
CRI;BOG;779;9554;37965764
CRI;BOG;376;4326;16742786
CRI;BOG;304;2660;10227195
CRI;BOG;283;1030;4111085
CRI;BOG;569;4570;18084824
CRI;BOG;598;10054;39412457
CRI;BOG;3219;7112;28338266
CRI;BOG;14223;37748;150277315
CRI;BOG;517;1210;4820691
CRI;BOG;1618;5144;20407398
CRI;BOG;1;6;22435
CRI;BOG;5862;14159;56300722
CRI;BOG;2;5;21708
CRI;BOG;173;496;1980414
CRI;BOG;155;409;1628611
CRI;BOG;2033;7447;29616172
CRI;BOG;89;248;992510
CRI;BOG;866;2388;9488543
CRI;BOG;397;2214;8810114
CRI;BOG;257;5121;20395429
CRI;BOG;169;1677;6655619
CRI;BOG;574;5437;21700339
CRI;BOG;329;5225;20850346
CRI;BOG;1995;25241;100591492
CRI;BOG;30;55;218755
CRI;BOG;97;201;798762
CRI;BOG;133;9950;39696661
CRI;BOG;211;4334;17334050
CRI;BOG;13;401;1576929
CRI;BOG;22;652;2563695
CRI;BOG;2;53;210118
CRI;BOG;40161;8976;34512668
CRI;BOG;5205;896;3446257
CRI;BOG;511;1296;5181749
CRI;BOG;4;8;31786
CRI;BOG;844;2012;7989506
CRI;BOG;371;802;3197266
CRI;BOG;97;231;923136
CRI;BOG;9;55;221717
CRI;BOG;59;110;436272
CRI;BOG;206;469;1869178
CRI;BOG;121;756;3016873
CRI;BOG;274;620;2479029
CRI;BOG;126;1392;5566504
CRI;BOG;138;977;3899409
CRI;BOG;1;6;25253
CRI;BOG;2220;5477;21857252
CRI;BOG;3840;6352;25348473
CRI;BOG;1027;8323;32819416
CRI;BOG;165;977;3851552
CRI;BOG;610;175;699739
CRI;BOG;1501;1041;4162609
CRI;BOG;1;646;2554707
CRI;BOG;1;298;1192356
CRI;BOG;13;110;439765
CRI;BOG;390;1135;4363475
CRI;BOG;12;100;400307
CRI;BOG;427;4729;18646431
CRI;BOG;156;9132;36739954
CRI;BOG;67;1987;7834406
CRI;BOG;539;43462;171372364
CRI;BOG;6364;53526;212518069
CRI;BOG;242;8391;33287001
CRI;BOG;176;4910;19528773
CRI;BOG;90;2636;10407944
CRI;BOG;1212;21004;83033028
CRI;BOG;192;643;2553850
CRI;BOG;168;588;2310800
CRI;BOG;65;11741;46286352
CRI;BOG;94;4297;17002609
CRI;BOG;17;556;2193767
CRI;BOG;1175;11972;47544128
CRI;BOG;96;637;2576026
CRI;BOG;107;417;1651101
CRI;BOG;1;9673;37873485
CRI;BOG;2449;11661;46449265
CRI;BOG;27;269;1066061
CRI;BOG;51;1393;5558585
CRI;BOG;10400;1664;6543830
CRI;BOG;315;3203;12781272
CRI;BOG;1;31;121064
CRI;BOG;59;4203;16685627
CRI;BOG;16;362;1433952
CRI;BOG;59;1644;6558224
CRI;BOG;86;1318;5103036
CRI;BOG;31;651;2521475
CRI;BOG;1;170;658921
CRI;BOG;3;950;3678342
CRI;BOG;62;38;146225
CRI;BOG;9;4836;18723881
CRI;BOG;37;756;2926003
CRI;BOG;179;10610;41076123
CRI;BOG;2895;11164;43221797
CRI;BOG;167;1209;4681048
CRI;BOG;4;32;125125
CRI;BOG;570;2685;10539593
CRI;BOG;478;1408;5535750
CRI;BOG;855;3421;13653599
CRI;BOG;1204;14556;57596300
CRI;BOG;1397;18794;75147997
CRI;BOG;85;85241;340050050
CRI;BOG;929;737384;2899694717
CRI;BOG;797;19854;79208167
CRI;BOG;361;10981;44178869
CRI;BOG;432;2411;9535886
CRI;BOG;2814;10051;39695887
CRI;BOG;406;9501;37918788
CRI;BOG;867;3468;13952492
CRI;BOG;763;3492;13633150
HRV;BOG;23650;6446;25774395
HRV;BOG;8800;1138;4550304
CUB;BOG;69;2390;9134700
CUB;BOG;628;11089;42929580
CUB;BOG;190;148928;584024320
CUW;BOG;760;434;1735033
CUW;BOG;791;322;1287320
CUW;BOG;107;875;3498136
CUW;BOG;87;2260;8747541
CUW;BOG;52;487;1946954
CUW;BOG;91;3986;15656340
CUW;BOG;179;1408;5582343
CUW;BOG;662;1792;7151976
CUW;BOG;2078;582;2301689
CUW;BOG;2223;445;1758784
CUW;BOG;2635;446;1764481
CUW;BOG;3810;495;1959347
CUW;BOG;2270;706;2794434
CUW;BOG;6;24;91729
CUW;BOG;26418;8521;34073063
CUW;BOG;2132;404;1607826
CUW;BOG;4729;3298;13187366
CUW;BOG;4992;1540;6155866
CUW;BOG;2907;1121;4482530
CUW;BOG;1585;662;2648253
CUW;BOG;39739;12425;49679927
CUW;BOG;2150;7964;31351621
CUW;BOG;496;5240;20623167
CUW;BOG;4;19;73383
CUW;BOG;85;261;996408
CUW;BOG;223;578;2209909
CUW;BOG;0;4;14244
CUW;BOG;0;3;12662
CUW;BOG;1;6;22949
CUW;BOG;10000;14000;56324940
CUW;BOG;625;6875;27659569
CUW;BOG;845;4225;16998062
CUW;BOG;13700;2599;10394519
CUW;BOG;4500;1174;4697331
CUW;BOG;18325;6356;24888431
CUW;BOG;15800;2054;8042293
CUW;BOG;1136;411;1607676
CUW;BOG;251;77;304284
CUW;BOG;1750;228;897039
CUW;BOG;5794;3049;12023363
CUW;BOG;748;1318;5181738
CUW;BOG;2189;3775;14823203
CUW;BOG;41;113;446544
CUW;BOG;90;244;958095
CUW;BOG;255;456;1820374
CUW;BOG;748;1301;5191882
CUW;BOG;28;75;301131
CUW;BOG;10650;2284;9035230
CUW;BOG;13150;1710;6762577
CUW;BOG;677;548395;2165494030
CHL;BOG;1712;11201;43857867
CHL;BOG;24640;4473;17096030
CHL;BOG;9410;5928;23375465
CHL;BOG;3273;11205;44148309
CHL;BOG;145;941;3765195
CHL;BOG;79;729;2913874
CHL;BOG;471;3503;13892711
CHL;BOG;267;1227;4844436
CHL;BOG;918;17395;69570885
CHL;BOG;20;228780;911267009
CHL;BOG;226;11483;45812003
CHL;BOG;901;23588;92729293
CHL;BOG;12;13244;50920279
CHL;BOG;14425;5554;22345914
CHL;BOG;7720;1196;4811759
CHL;BOG;535;4720;18146773
CHL;BOG;164;17472;68410393
CHL;BOG;1032;43460;170164588
CHL;BOG;20000;1236;4944095
CHL;BOG;31952;62645;249413857
CHL;BOG;10470;4337;17026457
CHL;BOG;2156;25634;102173124
CHL;BOG;828;911;3615974
CHL;BOG;614;13536;54001512
CHL;BOG;62;25520;102041975
CHL;BOG;1402;33407;133577104
CHL;BOG;1;241;953059
CHL;BOG;4;354;1397862
CHL;BOG;12810;131989;520125262
CHL;BOG;1;83;326547
CHL;BOG;2;274;1074511
CHL;BOG;138;18152;72599071
CHL;BOG;155;6158;24522244
CHL;BOG;1040;19990;78821170
CHL;BOG;39317;4723;18285245
CHL;BOG;1535;18247;71073994
CHL;BOG;51;19140;76225050
CHL;BOG;9;13300;52967250
CHL;BOG;1489;1854;7186058
CHL;BOG;1236;1934;7709119
CHL;BOG;3342;3938;15482648
CHL;BOG;3;4;14100
CHL;BOG;1420;1479;5851402
CHL;BOG;185;1348;5294880
CHL;BOG;160;1226;4892896
CHL;BOG;118;13293;52277531
CHL;BOG;64;15114;59790950
CHL;BOG;308400;10859;42039766
CHL;BOG;1;1514;5987699
CHL;BOG;306;4662;18641054
CHL;BOG;3146;61740;239024291
CHL;BOG;561;1161;4495373
CHL;BOG;45;280;1114724
CHL;BOG;20;54;215880
CHL;BOG;378;6267;24647706
CHL;BOG;1289;11524;45719967
CHL;BOG;4294;17815;71073155
CHL;BOG;149;380;1517186
CHL;BOG;2902;574064;2257557835
CHL;BOG;4;81;320110
CHL;BOG;0;25;99293
CHL;BOG;463;3976;15725397
CHL;BOG;97;657;2658276
CHL;BOG;948;12500;49358329
CHL;BOG;998;13057;52216851
CHL;BOG;728;7098;27922574
CHL;BOG;159;7191;28306960
CHL;BOG;250;6769;26672149
CHL;BOG;21;644;2540015
CHL;BOG;716;6975;27451330
CHL;BOG;89;307;1204858
CHL;BOG;162;2169;8563436
CHL;BOG;35;164;648706
CHL;BOG;318;3952;15571607
CHL;BOG;170;3058;12044592
CHL;BOG;31;159;626643
CHL;BOG;230;913;3604148
CHL;BOG;36;398;1571843
CHL;BOG;38;973;3819342
CHL;BOG;3912;32224;127705429
CHL;BOG;536;25177;99465474
CHL;BOG;425;10907;43136387
CHL;BOG;49;758;3019626
CHL;BOG;1833;18402;72783960
CHL;BOG;10;34;134869
CHL;BOG;77;416;1657110
CHL;BOG;123;582;2283267
CHL;BOG;358;3207;12667842
CHL;BOG;27;1201;4755242
CHL;BOG;1397;13736;54148425
CHL;BOG;45;319;1257807
CHL;BOG;486;2094;8289872
CHL;BOG;4400;524;2059104
CHL;BOG;2700;459;1805059
CHL;BOG;8415;2104;8413801
CHL;BOG;7770;1917;7562084
CHL;BOG;17950;2922;11640756
CHL;BOG;720;158;633510
CHL;BOG;423;8658;34486113
CHL;BOG;1962;24922;99021308
CHL;BOG;1639;65974;255416204
CHL;BOG;226;20410;79016294
CHL;BOG;132;1546;6122018
CHL;BOG;28;779;3101958
CHL;BOG;870;6524;25722356
CHL;BOG;18288;5260;20315744
CHL;BOG;1408;1197;4725613
CHL;BOG;3820;1062;4188449
CHL;BOG;7;651;2580687
CHL;BOG;117;20398;80247616
CHL;BOG;17;396;1567380
CHL;BOG;153;3057;12063066
CHL;BOG;154;3267;13011597
CHL;BOG;426;5727;22170904
CHL;BOG;61600;8624;34115509
CHL;BOG;5000;26697;102644893
CHL;BOG;3474;2712174;10685557608
CHL;BOG;817;16897;64581829
CHN;BOG;109;1585;6338297
CHN;BOG;1;47;186453
CHN;BOG;4;72;287479
CHN;BOG;228;1186;4692084
CHN;BOG;875;744;2973892
CHN;BOG;102479;74381;296996667
CHN;BOG;61363;48590;191932898
CHN;BOG;17500;13142;52507822
CHN;BOG;56053;48138;189557369
CHN;BOG;21600;18315;73068094
CHN;BOG;346;6966;27743290
CHN;BOG;2;346;1377308
CHN;BOG;22400;11623;46369586
CHN;BOG;575;284;1124709
CHN;BOG;3360;989;3950335
CHN;BOG;6840;4736;18961826
CHN;BOG;1860;1515;6070311
CHN;BOG;4306;11213;44833693
CHN;BOG;1290;1096;4411450
CHN;BOG;5562;747;2924670
CHN;BOG;4565;1097;4308940
CHN;BOG;13800;2346;9280494
CHN;BOG;31840;5413;21412387
CHN;BOG;8054;6253;24423019
CHN;BOG;792;1076;4223352
CHN;BOG;244;1804;7137995
CHN;BOG;1270;300;1178463
CHN;BOG;469;4482;17677666
CHN;BOG;105300;3686;14679899
CHN;BOG;3085;2314;9136527
CHN;BOG;1606;8120;31713893
CHN;BOG;510;2269;8916779
CHN;BOG;421431;161097;641568882
CHN;BOG;548;27117;106445484
TWN;BOG;23750;14766;58804002
TWN;BOG;22755;44100;173426432
TWN;BOG;2440;1498;5866880
TWN;BOG;19568;13212;52264454
TWN;BOG;6897;4456;17132744
TWN;BOG;53;1034;4117905
TWN;BOG;114260;22177;87827551
TWN;BOG;13142;5444;21370479
TWN;BOG;10200;1813;7271298
TWN;BOG;34600;6574;25450912
TWN;BOG;1020;20109;78736635
TWN;BOG;29120;4368;17471607
TWN;BOG;200290;35418;140557975
TWN;BOG;1640;2273;8739253
TWN;BOG;286;1095;4300210
TWN;BOG;2200;827;3265443
TWN;BOG;78600;13578;53712939
DMA;BOG;931;17326;69010304
DMA;BOG;414;15323;60502649
DMA;BOG;353;4995;19724339
ECU;BOG;558;9836;38837681
ECU;BOG;474;12884;50872594
ECU;BOG;7960;4779;19037705
ECU;BOG;311;218;861070
ECU;BOG;28210;19491;76516398
ECU;BOG;50410;6015;23794104
ECU;BOG;574;6322;24926771
ECU;BOG;181;37442;143957376
ECU;BOG;65650;15834;63191594
ECU;BOG;3421;65526;261419253
ECU;BOG;8730;8315;33120291
ECU;BOG;221850;5636;22673444
ECU;BOG;740;17086;68186579
ECU;BOG;15;15236;60678724
ECU;BOG;1130;10708;42816045
ECU;BOG;1530;19258;77001706
ECU;BOG;2842;23336;92335703
ECU;BOG;2978;58062;228941903
ECU;BOG;110;15919;62603608
ECU;BOG;80300;6523;25977848
ECU;BOG;40;1884;7534792
ECU;BOG;37;1739;6954169
ECU;BOG;34;1609;6434322
ECU;BOG;3535;65785;251433559
ECU;BOG;33;811;3210159
ECU;BOG;1905;18135;69312036
ECU;BOG;681;64708;250897354
ECU;BOG;1518;105001;417151011
ECU;BOG;2629;199037;794069500
ECU;BOG;89;39040;155848964
ECU;BOG;606245;60427;243088870
ECU;BOG;88;21911;84826528
ECU;BOG;102;6394;24753974
ECU;BOG;3222;84077;331926751
ECU;BOG;1334;141978;549662548
ECU;BOG;3720;16747;66035855
ECU;BOG;603;36825;142564520
ECU;BOG;2084;164643;654948891
ECU;BOG;507;8996;35970596
ECU;BOG;37;2597;9925443
ECU;BOG;333;5030;20066639
ECU;BOG;58;7034;27830346
ECU;BOG;25880;1200665;4779752252
ECU;BOG;488;13981;55758189
